반복번호,window_size,1등,2등,3등,4등,5등,2개맞음,1개맞음,0개맞음,총시행수,1등확률,2등확률,3등확률,4등확률,5등확률,2개맞은 확률,1개맞은 확률,0개 맞은 확률
1,1,0,0,0,10,115,980,2460,2270,5835,0.0,0.0,0.0,0.001713796058269,0.019708654670094,0.167952013710368,0.42159383033419,0.389031705227078
1,2,0,0,0,5,155,908,2554,2208,5830,0.0,0.0,0.0,0.000857632933105,0.026586620926244,0.155746140651801,0.438078902229846,0.378730703259005
1,3,0,0,1,12,162,973,2390,2287,5825,0.0,0.0,0.000171673819742,0.00206008583691,0.027811158798283,0.167038626609442,0.410300429184549,0.392618025751073
1,4,0,0,0,4,150,952,2462,2252,5820,0.0,0.0,0.0,0.000687285223368,0.025773195876289,0.163573883161512,0.423024054982818,0.386941580756014
1,5,0,0,1,17,136,946,2484,2231,5815,0.0,0.0,0.000171969045572,0.002923473774721,0.023387790197764,0.16268271711092,0.427171109200344,0.383662940670679
1,6,0,0,0,8,143,919,2455,2285,5810,0.0,0.0,0.0,0.001376936316695,0.024612736660929,0.158175559380379,0.422547332185886,0.39328743545611
1,7,0,0,0,11,141,873,2482,2298,5805,0.0,0.0,0.0,0.001894918173988,0.024289405684755,0.150387596899225,0.427562446167097,0.395865633074935
1,8,0,0,0,11,126,884,2460,2319,5800,0.0,0.0,0.0,0.001896551724138,0.021724137931034,0.152413793103448,0.424137931034483,0.399827586206897
1,9,0,0,0,10,151,844,2402,2388,5795,0.0,0.0,0.0,0.001725625539258,0.026056945642796,0.145642795513374,0.414495254529767,0.412079378774806
1,10,0,0,0,9,143,907,2425,2306,5790,0.0,0.0,0.0,0.001554404145078,0.024697754749568,0.156649395509499,0.418825561312608,0.398272884283247
1,11,0,1,0,8,143,877,2481,2275,5785,0.0,0.000172860847018,0.0,0.001382886776145,0.024719101123596,0.151598962834918,0.428867761452031,0.393258426966292
1,12,0,0,0,9,132,872,2476,2291,5780,0.0,0.0,0.0,0.001557093425606,0.022837370242215,0.150865051903114,0.428373702422145,0.39636678200692
1,13,0,0,0,7,122,910,2474,2262,5775,0.0,0.0,0.0,0.001212121212121,0.021125541125541,0.157575757575758,0.428398268398268,0.391688311688312
1,14,0,0,2,5,122,815,2474,2352,5770,0.0,0.0,0.000346620450607,0.000866551126516,0.021143847487002,0.141247833622184,0.428769497400347,0.407625649913345
1,15,0,0,1,3,116,908,2455,2282,5765,0.0,0.0,0.000173460537728,0.000520381613183,0.020121422376409,0.157502168256722,0.425845620121422,0.395836947094536
1,16,0,0,0,4,117,915,2451,2273,5760,0.0,0.0,0.0,0.000694444444444,0.0203125,0.158854166666667,0.425520833333333,0.394618055555556
1,17,0,0,0,10,132,875,2426,2312,5755,0.0,0.0,0.0,0.001737619461338,0.022936576889661,0.152041702867072,0.421546481320591,0.401737619461338
1,18,0,0,1,9,151,843,2472,2274,5750,0.0,0.0,0.000173913043478,0.001565217391304,0.026260869565217,0.146608695652174,0.429913043478261,0.395478260869565
1,19,0,0,0,7,139,859,2473,2267,5745,0.0,0.0,0.0,0.001218450826806,0.024194952132289,0.149521322889469,0.430461270670148,0.394604003481288
1,20,0,0,0,8,140,857,2495,2240,5740,0.0,0.0,0.0,0.001393728222997,0.024390243902439,0.149303135888502,0.434668989547038,0.390243902439024
1,21,0,0,0,6,139,828,2438,2324,5735,0.0,0.0,0.0,0.00104620749782,0.024237140366173,0.144376634699215,0.42510897994769,0.405231037489102
1,22,0,0,0,4,144,897,2461,2224,5730,0.0,0.0,0.0,0.000698080279232,0.025130890052356,0.156544502617801,0.429493891797557,0.388132635253054
1,23,0,0,0,8,139,877,2401,2300,5725,0.0,0.0,0.0,0.001397379912664,0.024279475982533,0.153187772925764,0.41938864628821,0.40174672489083
1,24,0,0,1,1,100,892,2410,2316,5720,0.0,0.0,0.000174825174825,0.000174825174825,0.017482517482517,0.155944055944056,0.421328671328671,0.404895104895105
1,25,0,0,1,9,120,848,2465,2272,5715,0.0,0.0,0.000174978127734,0.001574803149606,0.020997375328084,0.14838145231846,0.431321084864392,0.397550306211724
1,26,0,0,1,7,137,886,2417,2262,5710,0.0,0.0,0.000175131348511,0.00122591943958,0.02399299474606,0.155166374781086,0.423292469352014,0.39614711033275
1,27,0,0,0,4,128,857,2474,2242,5705,0.0,0.0,0.0,0.000701139351446,0.022436459246275,0.150219106047327,0.433654688869413,0.392988606485539
1,28,0,0,0,8,146,894,2378,2274,5700,0.0,0.0,0.0,0.00140350877193,0.025614035087719,0.156842105263158,0.41719298245614,0.398947368421053
1,29,0,0,0,5,142,830,2478,2240,5695,0.0,0.0,0.0,0.000877963125549,0.024934152765584,0.145741878841089,0.435118525021949,0.39332748024583
1,30,0,0,0,6,122,851,2446,2265,5690,0.0,0.0,0.0,0.001054481546573,0.021441124780316,0.149560632688928,0.4298769771529,0.398066783831283
1,31,0,0,0,6,134,895,2407,2243,5685,0.0,0.0,0.0,0.001055408970976,0.023570800351803,0.157431838170624,0.42339489885664,0.394547053649956
1,32,0,0,0,7,128,855,2465,2225,5680,0.0,0.0,0.0,0.001232394366197,0.022535211267606,0.150528169014085,0.433978873239437,0.391725352112676
1,33,0,0,0,7,126,878,2394,2270,5675,0.0,0.0,0.0,0.001233480176211,0.022202643171806,0.154713656387665,0.421850220264317,0.4
1,34,0,0,1,5,127,862,2420,2255,5670,0.0,0.0,0.000176366843034,0.000881834215168,0.022398589065256,0.152028218694885,0.426807760141093,0.397707231040564
1,35,0,0,0,7,133,854,2376,2295,5665,0.0,0.0,0.0,0.001235657546337,0.023477493380406,0.150750220653133,0.419417475728155,0.405119152691968
1,36,0,0,1,7,125,862,2424,2241,5660,0.0,0.0,0.00017667844523,0.001236749116608,0.02208480565371,0.152296819787986,0.428268551236749,0.395936395759717
1,37,0,0,0,4,123,853,2365,2310,5655,0.0,0.0,0.0,0.000707338638373,0.021750663129973,0.150839964633068,0.418213969938108,0.408488063660477
1,38,0,0,0,6,133,845,2332,2334,5650,0.0,0.0,0.0,0.001061946902655,0.02353982300885,0.149557522123894,0.412743362831858,0.413097345132743
1,39,0,0,0,12,134,837,2443,2219,5645,0.0,0.0,0.0,0.002125775022143,0.023737821080602,0.148272807794508,0.432772364924712,0.393091231178034
1,40,0,0,0,8,147,810,2384,2291,5640,0.0,0.0,0.0,0.001418439716312,0.026063829787234,0.143617021276596,0.422695035460993,0.406205673758865
1,41,0,0,0,10,139,816,2384,2286,5635,0.0,0.0,0.0,0.001774622892635,0.024667258207631,0.144809228039042,0.423070097604259,0.405678793256433
1,42,0,0,0,6,123,818,2437,2246,5630,0.0,0.0,0.0,0.001065719360568,0.021847246891652,0.145293072824156,0.432859680284192,0.398934280639432
1,43,0,0,0,2,139,842,2436,2206,5625,0.0,0.0,0.0,0.000355555555556,0.024711111111111,0.149688888888889,0.433066666666667,0.392177777777778
1,44,0,0,1,6,124,894,2281,2314,5620,0.0,0.0,0.00017793594306,0.001067615658363,0.022064056939502,0.159074733096085,0.405871886120996,0.411743772241993
1,45,0,0,0,7,133,841,2380,2254,5615,0.0,0.0,0.0,0.001246660730187,0.023686553873553,0.149777382012467,0.42386464826358,0.401424755120214
1,46,0,0,0,7,121,839,2376,2267,5610,0.0,0.0,0.0,0.001247771836007,0.02156862745098,0.149554367201426,0.423529411764706,0.404099821746881
1,47,0,0,0,6,127,793,2324,2355,5605,0.0,0.0,0.0,0.00107047279215,0.022658340767172,0.141480820695807,0.414629794826048,0.420160570918822
1,48,0,0,0,5,128,872,2326,2269,5600,0.0,0.0,0.0,0.000892857142857,0.022857142857143,0.155714285714286,0.415357142857143,0.405178571428571
1,49,0,0,0,9,135,886,2320,2245,5595,0.0,0.0,0.0,0.001608579088472,0.024128686327078,0.158355674709562,0.414655942806077,0.401251117068811
1,50,0,0,1,12,122,837,2358,2260,5590,0.0,0.0,0.000178890876565,0.002146690518784,0.021824686940966,0.149731663685152,0.421824686940966,0.404293381037567
1,51,0,0,1,10,130,834,2360,2250,5585,0.0,0.0,0.000179051029543,0.001790510295434,0.023276633840645,0.149328558639212,0.422560429722471,0.402864816472695
1,52,0,0,0,6,125,844,2404,2201,5580,0.0,0.0,0.0,0.001075268817204,0.022401433691756,0.151254480286738,0.430824372759857,0.394444444444444
1,53,0,0,0,3,116,866,2381,2209,5575,0.0,0.0,0.0,0.000538116591928,0.020807174887892,0.155336322869955,0.427085201793722,0.396233183856502
1,54,0,0,0,11,136,854,2373,2196,5570,0.0,0.0,0.0,0.00197486535009,0.024416517055655,0.153321364452424,0.426032315978456,0.394254937163375
1,55,0,0,1,8,120,860,2365,2211,5565,0.0,0.0,0.000179694519317,0.001437556154537,0.021563342318059,0.154537286612758,0.424977538185085,0.397304582210243
1,56,0,0,1,12,120,857,2372,2198,5560,0.0,0.0,0.000179856115108,0.002158273381295,0.02158273381295,0.154136690647482,0.426618705035971,0.395323741007194
1,57,0,0,0,10,140,813,2401,2191,5555,0.0,0.0,0.0,0.001800180018002,0.025202520252025,0.146354635463546,0.432223222322232,0.394419441944194
1,58,0,0,0,8,124,873,2345,2200,5550,0.0,0.0,0.0,0.001441441441441,0.022342342342342,0.157297297297297,0.422522522522523,0.396396396396396
1,59,0,0,0,8,114,821,2336,2266,5545,0.0,0.0,0.0,0.001442741208296,0.020559062218215,0.148061316501353,0.421280432822362,0.408656447249775
1,60,0,0,0,6,137,852,2336,2209,5540,0.0,0.0,0.0,0.001083032490975,0.024729241877256,0.153790613718412,0.421660649819495,0.398736462093863
1,61,0,0,0,7,124,815,2411,2178,5535,0.0,0.0,0.0,0.00126467931346,0.022402890695574,0.147244805781391,0.435591689250226,0.39349593495935
1,62,0,0,0,14,142,875,2332,2167,5530,0.0,0.0,0.0,0.00253164556962,0.025678119349005,0.158227848101266,0.421699819168174,0.391862567811935
1,63,0,0,0,5,128,856,2397,2139,5525,0.0,0.0,0.0,0.000904977375566,0.02316742081448,0.154932126696833,0.433846153846154,0.387149321266968
1,64,0,0,0,6,117,883,2334,2180,5520,0.0,0.0,0.0,0.001086956521739,0.021195652173913,0.159963768115942,0.422826086956522,0.394927536231884
1,65,0,0,0,11,120,815,2315,2254,5515,0.0,0.0,0.0,0.001994560290118,0.021758839528558,0.14777878513146,0.419764279238441,0.408703535811423
1,66,0,0,0,7,123,844,2348,2188,5510,0.0,0.0,0.0,0.001270417422868,0.022323049001815,0.153176043557169,0.426134301270417,0.397096188747731
1,67,0,0,0,6,130,835,2288,2246,5505,0.0,0.0,0.0,0.001089918256131,0.0236148955495,0.151680290644868,0.415622161671208,0.407992733878292
1,68,0,0,0,3,109,813,2339,2236,5500,0.0,0.0,0.0,0.000545454545455,0.019818181818182,0.147818181818182,0.425272727272727,0.406545454545455
1,69,0,0,0,9,113,864,2240,2269,5495,0.0,0.0,0.0,0.001637852593267,0.02056414922657,0.157233848953594,0.407643312101911,0.412920837124659
1,70,0,0,0,7,131,843,2273,2236,5490,0.0,0.0,0.0,0.001275045537341,0.023861566484517,0.153551912568306,0.414025500910747,0.407285974499089
1,71,0,0,0,6,117,869,2313,2180,5485,0.0,0.0,0.0,0.001093892433911,0.021330902461258,0.158432087511395,0.421695533272562,0.397447584320875
1,72,0,0,0,6,130,822,2357,2165,5480,0.0,0.0,0.0,0.001094890510949,0.023722627737226,0.15,0.430109489051095,0.39507299270073
1,73,0,0,0,5,123,835,2322,2190,5475,0.0,0.0,0.0,0.000913242009132,0.022465753424658,0.152511415525114,0.424109589041096,0.4
1,74,0,0,0,13,119,837,2379,2122,5470,0.0,0.0,0.0,0.002376599634369,0.021755027422303,0.153016453382084,0.43491773308958,0.387934186471664
1,75,0,0,0,7,126,857,2290,2185,5465,0.0,0.0,0.0,0.00128087831656,0.023055809698079,0.156816102470265,0.419030192131747,0.399817017383349
1,76,0,0,2,4,139,831,2309,2175,5460,0.0,0.0,0.0003663003663,0.000732600732601,0.025457875457875,0.152197802197802,0.422893772893773,0.398351648351648
1,77,0,0,0,6,123,807,2314,2205,5455,0.0,0.0,0.0,0.001099908340972,0.022548120989918,0.147937671860678,0.424197983501375,0.404216315307058
1,78,0,0,0,8,97,838,2296,2211,5450,0.0,0.0,0.0,0.001467889908257,0.017798165137615,0.153761467889908,0.421284403669725,0.405688073394495
1,79,0,0,0,9,115,834,2330,2157,5445,0.0,0.0,0.0,0.001652892561983,0.021120293847567,0.153168044077135,0.42791551882461,0.396143250688705
1,80,0,0,0,13,114,836,2306,2171,5440,0.0,0.0,0.0,0.002389705882353,0.020955882352941,0.153676470588235,0.423897058823529,0.399080882352941
1,81,0,0,1,13,128,816,2283,2194,5435,0.0,0.0,0.000183992640294,0.002391904323827,0.023551057957682,0.150137994480221,0.420055197792088,0.403679852805888
1,82,0,0,0,9,119,830,2282,2190,5430,0.0,0.0,0.0,0.001657458563536,0.021915285451197,0.152854511970534,0.420257826887661,0.403314917127072
1,83,0,0,0,4,114,805,2299,2203,5425,0.0,0.0,0.0,0.00073732718894,0.021013824884793,0.148387096774194,0.423778801843318,0.406082949308756
1,84,0,0,0,5,121,820,2306,2168,5420,0.0,0.0,0.0,0.000922509225092,0.022324723247232,0.151291512915129,0.425461254612546,0.4
1,85,0,0,1,15,124,799,2293,2183,5415,0.0,0.0,0.000184672206833,0.002770083102493,0.022899353647276,0.147553093259464,0.423453370267775,0.403139427516159
