반복번호,window_size,1등,2등,3등,4등,5등,2개맞음,1개맞음,0개맞음,총시행수,1등확률,2등확률,3등확률,4등확률,5등확률,2개맞은 확률,1개맞은 확률,0개 맞은 확률
1,1,0,0,0,7,129,855,2502,2342,5835,0.0,0.0,0.0,0.001199657240788,0.022107969151671,0.146529562982005,0.42879177377892,0.401371036846615
1,2,0,0,0,8,137,896,2454,2335,5830,0.0,0.0,0.0,0.001372212692967,0.023499142367067,0.15368782161235,0.420926243567753,0.400514579759863
1,3,0,0,0,7,132,877,2422,2387,5825,0.0,0.0,0.0,0.001201716738197,0.022660944206009,0.150557939914163,0.415793991416309,0.409785407725322
1,4,0,0,0,10,123,868,2427,2392,5820,0.0,0.0,0.0,0.001718213058419,0.021134020618557,0.14914089347079,0.417010309278351,0.410996563573883
1,5,0,0,0,10,111,892,2477,2325,5815,0.0,0.0,0.0,0.001719690455718,0.019088564058469,0.153396388650043,0.425967325881341,0.399828030954428
1,6,0,0,0,7,131,905,2431,2336,5810,0.0,0.0,0.0,0.001204819277108,0.022547332185886,0.155765920826162,0.4184165232358,0.402065404475043
1,7,0,0,0,5,99,880,2487,2334,5805,0.0,0.0,0.0,0.000861326442722,0.017054263565891,0.151593453919035,0.428423772609819,0.402067183462532
1,8,0,0,0,9,137,895,2413,2346,5800,0.0,0.0,0.0,0.001551724137931,0.023620689655172,0.154310344827586,0.416034482758621,0.40448275862069
1,9,0,0,0,2,123,851,2444,2375,5795,0.0,0.0,0.0,0.000345125107852,0.021225194132873,0.146850733390854,0.421742881794651,0.409836065573771
1,10,0,0,0,9,108,868,2472,2333,5790,0.0,0.0,0.0,0.001554404145078,0.018652849740933,0.149913644214162,0.426943005181347,0.40293609671848
1,11,0,0,0,6,138,880,2417,2344,5785,0.0,0.0,0.0,0.001037165082109,0.023854796888505,0.152117545375972,0.417804667242869,0.405185825410544
1,12,0,0,0,7,121,874,2418,2360,5780,0.0,0.0,0.0,0.00121107266436,0.020934256055363,0.15121107266436,0.418339100346021,0.408304498269896
1,13,0,0,1,7,129,890,2455,2293,5775,0.0,0.0,0.00017316017316,0.001212121212121,0.022337662337662,0.154112554112554,0.425108225108225,0.397056277056277
1,14,0,0,1,7,131,828,2466,2337,5770,0.0,0.0,0.000173310225303,0.001213171577123,0.022703639514731,0.143500866551127,0.42738301559792,0.405025996533796
1,15,0,0,0,10,123,877,2411,2344,5765,0.0,0.0,0.0,0.001734605377277,0.021335646140503,0.152124891587164,0.418213356461405,0.406591500433651
1,16,0,0,0,4,136,841,2411,2368,5760,0.0,0.0,0.0,0.000694444444444,0.023611111111111,0.146006944444444,0.418576388888889,0.411111111111111
1,17,0,0,0,5,112,847,2495,2296,5755,0.0,0.0,0.0,0.000868809730669,0.019461337966985,0.147176368375326,0.433536055603823,0.398957428323197
1,18,0,0,0,6,139,864,2425,2316,5750,0.0,0.0,0.0,0.00104347826087,0.024173913043478,0.150260869565217,0.421739130434783,0.402782608695652
1,19,0,0,0,3,114,882,2425,2321,5745,0.0,0.0,0.0,0.000522193211488,0.019843342036554,0.153524804177546,0.422106179286336,0.404003481288077
